RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Card Type,Point Earned,Exited
955,566,Spain,Male,44,5,0,2,1,0,66462.79,0,5,PLATINUM,294,0
956,580,Spain,Female,65,1,0,2,0,1,103182.46,0,1,GOLD,352,0
957,581,Spain,Female,46,1,0,2,1,0,104272.04,0,5,PLATINUM,790,0
958,707,Spain,Female,32,4,132835.56,1,0,0,136877.24,0,2,SILVER,745,0
959,649,Spain,Male,20,5,0,2,1,1,58309.54,0,5,PLATINUM,496,0
960,657,Spain,Male,40,10,0,2,1,1,52990.7,0,3,GOLD,724,0
961,748,Spain,Male,58,9,122330.7,2,0,1,124429.19,0,1,DIAMOND,641,0
962,794,Spain,Female,28,5,0,2,0,1,86699.98,0,3,DIAMOND,734,0
963,652,Spain,Female,33,3,124832.51,1,1,0,195877.06,0,4,GOLD,407,0
964,748,Spain,Female,23,8,85600.08,1,0,0,134077.71,0,4,DIAMOND,872,0
965,551,Spain,Male,27,2,113873.22,1,1,1,85129.77,1,5,GOLD,522,1
966,685,Spain,Male,40,7,74896.92,1,1,0,198694.2,0,5,PLATINUM,692,0
967,711,Spain,Male,38,3,128718.78,1,0,0,114793.45,0,4,SILVER,862,0
968,761,Spain,Male,27,8,0,2,1,0,63297.7,0,5,SILVER,494,0
969,620,Spain,Male,21,9,0,2,0,0,154882.79,0,4,SILVER,400,0
970,834,Spain,Male,38,8,0,2,1,1,66485.26,0,3,GOLD,539,0
971,706,Spain,Male,38,8,0,2,0,1,46635.11,0,3,GOLD,826,0
972,696,Spain,Male,40,3,153639.11,1,1,1,138351.68,0,1,DIAMOND,908,0
973,809,Spain,Male,80,8,0,2,0,1,34164.05,0,3,DIAMOND,311,0
974,701,Spain,Female,33,7,123870.07,1,1,0,97794.71,0,1,GOLD,942,0
975,530,Spain,Female,41,4,0,2,0,1,147606.71,0,2,DIAMOND,955,0
976,835,Spain,Male,45,3,100212.13,1,1,0,152577.62,0,2,GOLD,398,0
977,514,Spain,Male,66,9,0,2,1,1,14234.31,0,5,PLATINUM,383,0
978,554,Spain,Male,46,4,0,2,0,1,57320.92,0,2,GOLD,262,0
979,620,Spain,Male,31,2,166833.86,2,1,1,135171.6,0,1,PLATINUM,312,0
980,603,Spain,Female,42,6,0,1,1,1,90437.87,0,4,DIAMOND,842,0
981,688,Spain,Male,37,7,138162.41,2,1,1,113926.31,0,2,GOLD,612,0
982,601,Spain,Female,42,4,96763.89,1,1,1,199242.65,0,2,PLATINUM,235,0
983,469,Spain,Female,31,6,0,1,1,0,146213.75,1,3,DIAMOND,219,1
984,479,Spain,Male,27,2,172463.45,1,1,1,40315.27,0,3,DIAMOND,704,0
985,738,Spain,Male,38,5,177997.07,1,0,1,19233.41,0,5,PLATINUM,799,0
986,635,Spain,Male,31,1,0,2,1,0,135382.23,0,5,PLATINUM,510,0
987,687,Spain,Female,36,5,0,1,1,0,17696.22,0,4,SILVER,630,0
988,720,Spain,Male,21,2,123200.78,1,1,1,180712.28,0,2,PLATINUM,291,0
989,618,Spain,Male,33,4,0,2,1,1,77550.18,0,1,SILVER,273,0
990,550,Spain,Male,51,5,0,2,1,0,153917.41,0,2,SILVER,977,0
991,655,Spain,Female,28,3,113811.85,2,0,1,76844.23,0,5,PLATINUM,890,0
992,529,Spain,Male,31,6,0,1,1,0,10625.91,0,4,DIAMOND,491,0
993,697,Spain,Male,30,1,0,2,0,0,735.79,0,5,SILVER,470,0
994,631,Spain,Male,23,3,0,2,1,0,13813.24,0,4,GOLD,234,0
995,676,Spain,Male,48,1,131659.59,2,0,1,14152.15,0,5,DIAMOND,438,0
996,850,Spain,Female,54,4,120952.74,1,1,0,66963.15,0,5,SILVER,396,0
997,581,Spain,Male,30,0,53291.86,1,0,0,196582.28,0,1,PLATINUM,314,0
998,781,Spain,Male,33,3,0,2,1,1,42556.33,0,2,GOLD,989,0
999,656,Spain,Male,47,1,0,2,1,1,197961.93,0,5,SILVER,402,0
1000,721,Spain,Male,33,5,0,2,0,1,117626.9,0,1,SILVER,300,0
1001,850,Spain,Female,45,4,114347.85,2,1,1,109089.04,0,4,SILVER,744,0
1002,583,Spain,Female,40,4,0,2,1,0,114093.73,0,2,DIAMOND,423,0
1003,764,Spain,Female,48,1,75990.97,1,1,0,158323.81,1,2,DIAMOND,298,1
1004,730,Spain,Male,62,5,112181.08,1,0,1,61513.87,0,4,DIAMOND,916,0
1005,820,Spain,Male,34,10,97208.46,1,1,1,59553.34,0,2,GOLD,827,0
1006,597,Spain,Female,26,7,0,2,1,0,110253.2,0,4,SILVER,235,0
1007,673,Spain,Female,57,4,0,2,1,1,49684.09,0,1,SILVER,428,0
1008,662,Spain,Male,33,3,0,2,0,1,68064.83,0,2,GOLD,603,0
1009,683,Spain,Male,41,0,148863.17,1,1,1,163911.32,0,2,GOLD,295,0
1010,815,Spain,Male,28,6,0,2,0,1,185547.71,0,2,SILVER,276,0
1011,671,Spain,Male,34,10,153360.02,1,1,0,140509.86,0,4,SILVER,761,0
1012,691,Spain,Male,40,1,0,2,1,1,145613.17,0,2,DIAMOND,878,0
1013,571,Spain,Female,31,3,0,2,1,1,194667.92,0,2,PLATINUM,492,0
1014,628,Spain,Male,42,7,0,2,0,1,172967.87,0,2,SILVER,283,0
1015,652,Spain,Female,38,1,103895.31,1,0,1,159649.44,0,3,SILVER,607,0
1016,692,Spain,Female,49,9,0,2,1,0,178342.63,0,1,PLATINUM,373,0
1017,675,Spain,Male,32,10,0,2,1,0,191545.65,0,3,GOLD,610,0
1018,712,Spain,Male,52,9,0,1,1,1,117977.45,1,1,GOLD,294,1
1019,540,Spain,Female,28,6,84121.04,1,0,1,80698.54,0,3,SILVER,939,0
1020,704,Spain,Male,33,3,0,2,1,0,73018.74,0,4,GOLD,697,0
1021,850,Spain,Male,39,0,141829.67,1,1,1,92748.16,0,3,DIAMOND,520,0
1022,587,Spain,Male,41,8,85109.21,1,1,0,1557.82,0,4,GOLD,318,0
1023,850,Spain,Male,62,5,0,2,1,1,180243.56,0,5,GOLD,324,0
1024,850,Spain,Female,45,5,174088.3,4,1,0,5669.31,1,1,GOLD,240,1
1025,850,Spain,Male,34,8,199229.14,1,0,0,68106.29,0,3,SILVER,850,0
1026,513,Spain,Female,42,10,0,2,0,1,73151.25,0,5,DIAMOND,809,0
1027,741,Spain,Male,43,0,0,2,1,1,2920.63,1,1,SILVER,242,1
1028,716,Spain,Male,33,2,0,2,1,1,92916.53,0,1,PLATINUM,531,0
1029,656,Spain,Male,26,4,139584.57,1,1,0,36308.93,0,4,SILVER,641,0
1030,675,Spain,Male,35,8,0,2,1,0,29062.25,0,2,PLATINUM,329,0
1031,656,Spain,Male,32,5,136963.12,1,1,0,133814.28,0,1,GOLD,995,0
1032,850,Spain,Female,31,3,121237.65,1,1,1,31022.56,0,3,PLATINUM,610,0
1033,550,Spain,Male,45,0,0,2,0,1,70399.71,0,1,SILVER,733,0
1034,625,Spain,Female,57,7,0,1,0,0,84106.17,1,1,SILVER,674,1
1035,612,Spain,Male,35,1,0,1,1,1,83256.26,1,1,SILVER,298,1
1036,628,Spain,Female,39,8,107553.33,1,1,0,117523.41,0,4,DIAMOND,256,0
1037,529,Spain,Female,43,5,0,2,0,0,79476.63,0,4,GOLD,400,0
1038,437,Spain,Male,28,2,109161.25,1,1,0,152987.42,0,1,GOLD,811,0
1039,792,Spain,Male,47,0,0,1,1,1,5557.88,1,4,DIAMOND,445,1
1040,627,Spain,Female,25,4,0,1,1,1,194313.93,0,5,SILVER,992,0
1041,589,Spain,Female,45,1,0,1,0,0,125939.22,1,4,SILVER,300,1
1042,767,Spain,Male,47,2,0,1,1,0,48161.18,1,3,GOLD,580,1
1043,648,Spain,Male,36,8,146943.38,2,1,1,130041.45,0,3,GOLD,780,0
1044,651,Spain,Female,36,8,0,2,1,0,91652.43,0,3,SILVER,823,0
1045,793,Spain,Male,63,0,0,2,0,1,27166.75,0,1,GOLD,529,0
1046,637,Spain,Female,54,5,0,1,0,1,150836.98,0,2,PLATINUM,259,0
1047,728,Spain,Female,29,1,0,1,1,1,83056.22,0,2,PLATINUM,300,0
1048,596,Spain,Female,76,9,134208.25,1,1,1,13455.43,0,5,DIAMOND,374,0
1049,790,Spain,Female,37,3,0,3,0,0,98897.32,0,3,PLATINUM,772,0
1050,794,Spain,Female,46,8,134593.79,1,1,1,46386.37,0,4,DIAMOND,351,0
1051,746,Spain,Male,24,10,68781.82,1,0,1,47997.39,0,1,SILVER,282,0
1052,640,Spain,Female,34,3,77826.8,1,1,1,168544.85,0,4,DIAMOND,329,0
1053,554,Spain,Female,41,4,112152.89,1,0,1,36242.19,0,1,DIAMOND,897,0
1054,731,Spain,Female,37,1,128932.4,1,1,1,180712.52,0,4,SILVER,868,0
1055,650,Spain,Female,23,5,0,1,1,1,180622.43,0,3,GOLD,918,0
1056,706,Spain,Female,46,2,127660.46,2,1,0,150156.82,1,2,PLATINUM,334,1
1057,733,Spain,Male,44,3,106070.89,1,0,1,101617.43,0,4,PLATINUM,705,0
1058,538,Spain,Male,68,9,0,2,1,0,110440.5,1,3,SILVER,252,1
1059,573,Spain,Male,56,3,154669.77,1,0,1,115462.27,1,5,SILVER,454,1
1060,555,Spain,Male,50,7,128061,2,1,1,62375.1,0,4,GOLD,977,0
1061,770,Spain,Male,46,9,190678.02,1,1,1,14725.36,0,5,PLATINUM,339,0
1062,727,Spain,Female,52,1,154733.97,1,1,0,80259.67,1,3,DIAMOND,786,1
1063,646,Spain,Male,69,10,115462.44,1,1,0,40421.87,0,2,GOLD,701,0
1064,850,Spain,Male,44,7,89118.26,1,1,0,104240.77,1,1,PLATINUM,668,1
1065,609,Spain,Male,34,7,140694.78,2,1,0,46266.63,0,3,DIAMOND,726,0
1066,616,Spain,Female,43,3,120867.18,1,1,0,18761.92,1,4,DIAMOND,386,1
1067,567,Spain,Female,45,1,157320.51,1,1,0,62193.92,0,4,PLATINUM,630,0
1068,714,Spain,Male,27,3,0,3,1,1,129130.09,0,5,SILVER,742,0
1069,748,Spain,Male,60,3,0,2,1,1,78194.37,0,1,DIAMOND,505,0
1070,691,Spain,Male,21,3,103000.94,1,1,1,104648.58,0,3,SILVER,346,0
1071,705,Spain,Female,57,3,0,2,1,1,34134.14,0,4,PLATINUM,778,0
1072,708,Spain,Female,64,5,0,3,0,1,112520.07,1,2,PLATINUM,465,1
1073,714,Spain,Male,25,2,0,1,1,1,132979.43,0,3,DIAMOND,484,0
1074,577,Spain,Female,44,8,115557,1,0,1,127506.76,0,1,DIAMOND,336,0
1075,554,Spain,Male,30,6,135370.12,1,1,1,179689.05,1,4,PLATINUM,664,1
1076,743,Spain,Male,41,7,0,1,1,0,163736.09,1,2,PLATINUM,832,1
1077,686,Spain,Male,45,3,74274.87,3,1,0,64907.48,1,4,GOLD,228,1
1078,840,Spain,Female,36,6,0,2,1,0,141364.27,0,2,GOLD,429,0
1079,558,Spain,Male,45,4,0,1,1,0,131807.14,0,4,GOLD,248,0
1080,571,Spain,Female,22,3,108117.1,1,0,1,53328.7,0,2,PLATINUM,920,0
1081,634,Spain,Female,35,10,0,1,1,0,82634.41,0,3,GOLD,557,0
1082,573,Spain,Male,50,0,159304.07,1,0,1,155915.24,1,4,SILVER,466,1
1083,546,Spain,Female,45,2,0,1,0,0,197789.83,1,4,DIAMOND,603,1
1084,732,Spain,Female,67,1,0,2,1,1,177783.04,0,5,DIAMOND,407,0
1085,553,Spain,Female,39,1,142876.98,2,1,0,44363.42,0,4,PLATINUM,649,0
1086,845,Spain,Female,38,2,112803.92,1,1,0,179631.85,0,1,DIAMOND,881,0
1087,604,Spain,Male,43,2,145081.72,1,1,1,23881.62,0,2,DIAMOND,852,0
1088,564,Spain,Female,35,9,0,2,1,1,105837.38,0,4,GOLD,505,0
1089,657,Spain,Male,42,5,41473.33,1,1,0,112979.6,1,2,GOLD,603,1
1090,608,Spain,Male,27,4,153325.1,1,1,1,199953.33,0,3,SILVER,778,0
1091,682,Spain,Female,47,10,134032.01,1,1,0,144290.97,0,3,DIAMOND,725,0
1092,630,Spain,Female,31,1,0,2,1,1,169802.73,0,4,PLATINUM,402,0
1093,588,Spain,Male,59,4,0,2,1,1,27435.41,0,3,SILVER,330,0
1094,621,Spain,Male,33,4,0,2,1,1,40299.23,0,4,SILVER,914,0
1095,633,Spain,Female,46,3,0,2,1,0,120250.58,0,2,DIAMOND,477,0
1096,812,Spain,Female,49,8,66079.45,2,0,0,91556.57,1,5,GOLD,632,1
1097,684,Spain,Female,31,8,0,2,1,0,188637.05,0,4,SILVER,515,0
1098,749,Spain,Female,28,3,0,1,1,0,3408.7,0,1,GOLD,811,0
1099,635,Spain,Female,32,8,0,2,1,1,19367.98,1,3,GOLD,491,1
1100,413,Spain,Male,35,2,0,2,1,1,60972.84,0,1,GOLD,541,0
1101,612,Spain,Male,33,5,69478.57,1,1,0,8973.67,1,1,PLATINUM,836,1
1102,826,Spain,Female,56,8,174506.1,2,0,1,161802.82,1,3,DIAMOND,808,1
1103,647,Spain,Female,64,1,91216,1,1,1,41800.18,0,1,DIAMOND,402,0
1104,825,Spain,Female,32,1,0,2,1,1,42935.15,0,1,PLATINUM,359,0
1105,850,Spain,Male,31,6,82613.56,2,1,0,149170.92,0,2,DIAMOND,791,0
1106,713,Spain,Female,47,1,0,1,1,0,107825.08,1,5,DIAMOND,571,1
1107,698,Spain,Male,45,5,164450.94,1,1,0,141970.02,1,3,SILVER,347,1
1108,761,Spain,Male,37,7,132730.17,1,1,0,199293.01,0,2,PLATINUM,649,0
1109,597,Spain,Female,66,3,0,1,1,1,70532.53,0,2,DIAMOND,414,0
1110,726,Spain,Male,30,8,134152.29,1,1,1,147822.44,0,1,PLATINUM,426,0
1111,750,Spain,Female,39,7,119565.92,1,1,0,87067.73,0,1,SILVER,918,0
1112,850,Spain,Female,29,7,0,2,1,0,23237.25,0,5,PLATINUM,241,0
1113,617,Spain,Male,38,7,0,1,1,1,27239.28,0,1,DIAMOND,743,0
1114,560,Spain,Female,27,7,124995.98,1,1,1,114669.79,0,5,SILVER,457,0
1115,629,Spain,Male,39,5,0,2,0,0,116748.14,0,5,GOLD,839,0
1116,581,Spain,Male,43,9,78022.61,1,0,1,30662.91,0,4,PLATINUM,914,0
1117,714,Spain,Female,31,6,152926.6,1,1,1,50899.91,0,3,DIAMOND,983,0
1118,548,Spain,Male,38,0,178056.54,2,1,0,38434.73,0,5,SILVER,427,0
1119,850,Spain,Male,39,6,206014.94,2,0,1,42774.84,1,5,PLATINUM,748,1
1120,710,Spain,Female,31,5,0,2,1,0,9561.73,0,3,PLATINUM,877,0
1121,710,Spain,Male,33,1,0,2,1,0,168313.17,0,2,GOLD,725,0
1122,617,Spain,Female,36,7,115617.24,1,1,1,71519.4,0,4,DIAMOND,801,0
1123,673,Spain,Male,39,8,138160,1,1,1,110468.51,0,3,SILVER,778,0
1124,651,Spain,Female,46,4,89743.05,1,1,0,156425.57,1,5,PLATINUM,860,1
1125,688,Spain,Female,35,6,0,1,1,0,25488.43,1,1,SILVER,901,1
1126,624,Spain,Female,36,0,0,2,1,0,111605.9,0,3,GOLD,353,0
1127,593,Spain,Female,46,2,76597.79,1,1,1,54453.72,0,1,GOLD,520,0
1128,554,Spain,Female,27,4,0,2,1,1,135083.73,0,5,SILVER,738,0
1129,697,Spain,Female,40,7,130334.35,2,0,1,116951.1,0,4,PLATINUM,850,0
1130,624,Spain,Female,38,8,0,2,1,0,95403.41,0,5,PLATINUM,735,0
1131,722,Spain,Female,35,1,120171.58,1,1,0,125240.8,0,2,SILVER,324,0
1132,581,Spain,Male,34,1,0,2,0,1,81175.25,0,3,SILVER,602,0
1133,567,Spain,Male,43,2,115643.58,2,0,0,174606.35,0,2,DIAMOND,754,0
1134,564,Spain,Male,48,5,132876.23,1,1,0,79259.77,0,1,DIAMOND,741,0
1135,650,Spain,Male,32,1,132187.73,2,1,1,178331.36,0,2,PLATINUM,960,0
1136,610,Spain,Female,45,3,0,1,1,0,38276.84,1,2,DIAMOND,589,1
1137,712,Spain,Male,74,5,0,2,0,0,151425.82,0,2,GOLD,942,0
1138,689,Spain,Female,57,4,0,2,1,0,136649.8,1,2,GOLD,909,1
1139,734,Spain,Female,39,3,92636.96,2,1,1,125671.29,0,2,SILVER,659,0
1140,622,Spain,Male,39,9,0,2,0,1,100862.36,0,2,PLATINUM,814,0
1141,700,Spain,Male,28,8,159900.38,1,0,0,22698.56,0,1,GOLD,227,0
1142,652,Spain,Male,58,6,0,2,0,1,170025.43,0,2,DIAMOND,596,0
1143,684,Spain,Female,42,3,103210.27,1,1,0,31002.03,0,4,PLATINUM,521,0
1144,580,Spain,Male,61,8,125921.37,1,1,1,94677.83,0,5,DIAMOND,700,0
1145,777,Spain,Female,35,3,0,2,1,1,17257.72,0,2,GOLD,616,0
1146,537,Spain,Male,42,1,190569.23,1,0,1,127154.8,0,2,DIAMOND,341,0
1147,536,Spain,Male,53,2,143923.96,1,1,0,2019.78,1,1,DIAMOND,572,1
1148,771,Spain,Male,45,0,139825.56,1,0,0,170984.97,1,5,GOLD,727,1
1149,622,Spain,Male,37,4,0,2,1,0,4459.5,0,3,PLATINUM,882,0
1150,602,Spain,Male,30,9,113672.18,2,0,0,102135.92,0,4,SILVER,653,0
1151,520,Spain,Male,45,7,107023.03,1,1,0,32903.93,0,3,GOLD,469,0
1152,631,Spain,Female,41,0,0,1,0,0,87959.83,0,2,PLATINUM,557,0
1153,844,Spain,Male,56,5,99529.7,1,0,1,157230.06,1,1,PLATINUM,293,1
1154,838,Spain,Male,35,0,0,2,0,1,197305.91,0,1,SILVER,502,0
1155,692,Spain,Female,44,8,0,1,0,1,159069.37,0,4,PLATINUM,706,0
1156,530,Spain,Male,44,6,0,2,0,0,55893.37,0,5,SILVER,333,0
1157,800,Spain,Male,38,1,0,2,1,0,51553.43,0,5,DIAMOND,959,0
1158,621,Spain,Male,42,8,68683.68,1,1,1,74157.71,0,4,SILVER,642,0
1159,619,Spain,Female,38,1,0,1,1,0,112442.63,1,4,PLATINUM,989,1
1160,511,Spain,Female,57,8,122950.31,1,1,1,181258.76,0,2,GOLD,757,0
1161,663,Spain,Male,64,6,0,2,0,1,15876.52,0,5,DIAMOND,653,0
1162,454,Spain,Male,40,2,123177.01,1,1,0,148309.98,0,1,SILVER,247,0
1163,743,Spain,Female,36,8,92716.96,1,1,1,33693.78,0,5,SILVER,338,0
1164,493,Spain,Female,48,7,0,2,1,0,48545.1,0,3,SILVER,592,0
1165,557,Spain,Male,34,3,0,1,0,1,123427.98,0,4,GOLD,489,0
1166,696,Spain,Female,36,3,0,3,1,0,65039.9,0,1,PLATINUM,349,0
1167,630,Spain,Female,49,1,0,2,0,1,162858.29,0,3,GOLD,998,0
1168,659,Spain,Female,38,9,0,2,1,1,35701.06,0,3,GOLD,609,0
1169,685,Spain,Male,39,9,0,2,1,1,18826.06,0,3,GOLD,632,0
1170,599,Spain,Female,31,3,0,1,1,1,130086.47,1,4,GOLD,936,1
1171,559,Spain,Female,31,1,139183.06,1,0,1,143360.56,0,1,DIAMOND,529,0
1172,615,Spain,Male,19,5,0,2,1,0,159920.92,0,3,DIAMOND,594,0
1173,487,Spain,Male,44,6,61691.45,1,1,1,53087.98,0,1,SILVER,936,0
1174,526,Spain,Male,35,5,0,2,1,1,105618.14,0,3,PLATINUM,557,0
1175,767,Spain,Male,37,7,0,2,1,1,24734.25,0,4,GOLD,234,0
1176,737,Spain,Female,45,2,0,2,0,1,177695.67,0,2,GOLD,614,0
1177,711,Spain,Male,36,8,0,2,1,0,55207.41,0,3,GOLD,410,0
1178,850,Spain,Female,53,7,65407.16,2,0,0,182633.63,1,1,PLATINUM,480,1
1179,664,Spain,Female,53,7,187602.18,1,1,0,186392.99,1,2,SILVER,712,1
1180,757,Spain,Female,44,9,0,2,1,0,177528.92,0,3,GOLD,579,0
1181,621,Spain,Male,34,8,0,1,0,0,47972.65,0,3,DIAMOND,309,0
1182,709,Spain,Male,35,2,0,2,1,0,104982.39,0,2,GOLD,422,0
1183,756,Spain,Male,19,4,130274.22,1,1,1,133535.29,0,4,SILVER,546,0
1184,719,Spain,Male,35,1,100829.94,1,1,1,165008.97,0,3,GOLD,657,0
1185,512,Spain,Male,39,3,0,1,1,0,134878.19,0,3,SILVER,397,0
1186,802,Spain,Male,41,5,0,2,1,1,134626.3,0,2,PLATINUM,349,0
1187,450,Spain,Female,34,2,0,2,1,0,175480.93,0,1,SILVER,920,0
1188,575,Spain,Female,26,7,0,2,1,0,112507.63,0,2,PLATINUM,346,0
1189,517,Spain,Male,39,3,0,2,0,1,12465.51,0,5,PLATINUM,805,0
1190,621,Spain,Male,39,8,0,2,1,0,36122.96,0,2,PLATINUM,399,0
1191,786,Spain,Female,32,6,114512.59,1,1,0,15796.66,0,3,DIAMOND,229,0
1192,636,Spain,Male,52,4,111284.53,1,0,1,32936.44,1,2,PLATINUM,858,1
1193,741,Spain,Female,42,9,121056.63,2,1,0,39122.58,0,4,PLATINUM,872,0
1194,660,Spain,Male,30,4,0,2,1,0,129149.06,0,3,DIAMOND,309,0
1195,752,Spain,Female,35,2,0,1,1,0,44335.54,1,4,PLATINUM,309,1
1196,561,Spain,Male,34,4,85141.79,2,1,1,29217.37,0,1,SILVER,866,0
1197,683,Spain,Male,56,7,50911.21,3,0,0,97629.31,1,2,DIAMOND,655,1
1198,687,Spain,Male,35,3,0,2,1,1,176450.19,0,2,SILVER,508,0
1199,794,Spain,Female,22,4,114440.24,1,1,1,107753.07,0,4,SILVER,226,0
1200,748,Spain,Male,36,4,141573.55,1,1,0,82158.14,0,3,SILVER,499,0
1201,663,Spain,Female,22,9,0,1,1,0,29135.89,1,5,DIAMOND,590,1
1202,645,Spain,Female,55,1,133676.65,1,0,1,17095.49,0,5,SILVER,557,0
1203,790,Spain,Male,32,3,0,1,1,0,91044.47,0,5,GOLD,730,0
1204,657,Spain,Female,27,8,0,2,0,0,6468.24,0,2,GOLD,354,0
1205,793,Spain,Male,29,8,96674.55,2,0,0,192120.66,0,4,DIAMOND,558,0
1206,783,Spain,Female,44,3,81811.71,1,1,0,164213.53,1,5,DIAMOND,611,1
1207,751,Spain,Male,33,4,79281.61,1,1,0,117547.76,0,4,GOLD,599,0
1208,562,Spain,Male,41,5,165445.04,2,1,0,85787.31,0,4,GOLD,766,0
1209,552,Spain,Female,34,4,0,2,1,0,140286.69,0,4,GOLD,878,0
1210,764,Spain,Male,29,5,0,2,1,0,65868.28,0,4,DIAMOND,275,0
1211,699,Spain,Male,40,2,0,1,1,0,78387.32,0,2,DIAMOND,231,0
1212,590,Spain,Male,30,3,0,2,1,0,83090.35,0,4,PLATINUM,332,0
1213,809,Spain,Female,33,3,0,2,0,1,141426.78,0,5,GOLD,627,0
1214,596,Spain,Female,29,6,0,2,1,0,116696.77,0,2,SILVER,447,0
1215,407,Spain,Male,37,1,0,1,1,1,49161.12,1,1,GOLD,900,1
1216,539,Spain,Female,39,6,62052.28,1,0,1,59755.14,0,4,GOLD,693,0
1217,682,Spain,Female,50,10,128039.01,1,1,1,102260.16,0,4,SILVER,947,0
1218,526,Spain,Female,33,8,114634.63,2,1,0,110114.38,1,2,SILVER,624,1
1219,513,Spain,Male,39,7,89039.9,2,1,1,146738.83,0,1,DIAMOND,675,0
1220,640,Spain,Male,43,9,172478.15,1,1,0,191084.4,1,4,DIAMOND,844,1
1221,528,Spain,Male,43,7,97473.87,2,1,1,159823.16,0,3,PLATINUM,654,0
1222,772,Spain,Female,39,4,122486.11,2,1,1,140709.25,0,2,SILVER,925,0
1223,679,Spain,Male,58,9,109327.65,1,1,1,3829.13,0,3,DIAMOND,902,0
1224,629,Spain,Male,34,1,121151.05,1,0,0,119357.93,0,1,PLATINUM,938,0
1225,731,Spain,Male,42,9,101043.63,1,1,1,192175.52,0,4,PLATINUM,882,0
1226,660,Spain,Male,33,2,80462.24,1,0,0,150422.35,0,2,DIAMOND,652,0
1227,543,Spain,Female,46,5,140355.6,1,1,1,85086.78,0,2,GOLD,880,0
1228,604,Spain,Male,41,3,0,1,0,0,11819.84,0,4,PLATINUM,536,0
1229,655,Spain,Female,35,1,106405.03,1,1,1,82900.25,0,3,DIAMOND,580,0
1230,689,Spain,Male,38,2,0,1,1,1,82709.8,0,5,DIAMOND,621,0
1231,681,Spain,Male,30,2,128393.29,1,1,1,180593.45,0,1,SILVER,906,0
1232,638,Spain,Female,55,2,155828.22,1,0,1,108987.25,1,2,SILVER,381,1
1233,776,Spain,Male,35,8,106365.29,1,1,1,148527.56,0,5,GOLD,454,0
1234,667,Spain,Female,23,6,136100.69,2,0,0,169669.33,1,1,DIAMOND,606,1
1235,684,Spain,Female,36,4,0,1,1,0,117038.96,0,1,SILVER,718,0
1236,659,Spain,Female,33,8,115409.6,1,0,1,1539.21,0,1,SILVER,595,0
1237,722,Spain,Male,43,1,0,1,1,0,44560.17,1,5,SILVER,448,1
1238,559,Spain,Female,40,7,144470.77,1,1,1,18917.95,0,3,SILVER,255,0
1239,584,Spain,Female,38,3,0,2,1,1,4525.4,0,2,GOLD,941,0
1240,754,Spain,Male,35,4,0,2,1,1,9658.41,0,1,SILVER,474,0
1241,554,Spain,Female,46,7,87603.35,3,0,1,96929.24,1,4,PLATINUM,818,1
1242,656,Spain,Male,33,4,0,2,1,0,116706,0,4,SILVER,994,0
1243,480,Spain,Male,47,8,75408.33,1,1,0,25887.89,1,4,SILVER,556,1
1244,758,Spain,Female,35,5,0,2,0,0,100365.51,0,1,DIAMOND,833,0
1245,657,Spain,Male,34,5,154983.98,1,1,0,27738.01,0,2,PLATINUM,762,0
1246,606,Spain,Male,38,7,128578.52,1,1,1,193878.51,0,4,SILVER,260,0
1247,829,Spain,Male,50,7,0,2,0,1,178458.86,0,2,SILVER,332,0
1248,567,Spain,Male,29,8,0,2,1,0,156125.72,0,3,GOLD,914,0
1249,712,Spain,Female,44,2,0,2,0,0,45738.94,0,5,PLATINUM,334,0
1250,793,Spain,Male,25,3,100913.57,1,0,0,10579.72,0,5,SILVER,793,0
1251,471,Spain,Male,26,8,0,2,1,1,179655.87,0,4,GOLD,388,0
1252,784,Spain,Male,38,10,122267.85,1,0,0,145759.93,0,5,PLATINUM,510,0
1253,704,Spain,Male,36,8,127397.34,1,1,0,151335.24,0,1,DIAMOND,555,0
1254,640,Spain,Male,36,4,0,1,0,0,173016.46,0,4,SILVER,362,0
1255,739,Spain,Male,31,1,0,2,1,1,58469.75,0,1,GOLD,252,0
1256,614,Spain,Female,41,7,146997.64,2,0,0,137791.18,0,5,PLATINUM,524,0
1257,712,Spain,Female,79,5,108078.56,1,1,1,174118.93,0,2,GOLD,583,0
1258,655,Spain,Female,29,9,0,2,0,1,85736.26,0,5,DIAMOND,686,0
1259,792,Spain,Male,25,8,142862.21,1,1,1,130639.01,0,5,PLATINUM,298,0
1260,743,Spain,Male,35,6,79388.33,1,1,1,193360.69,0,3,DIAMOND,585,0
1261,724,Spain,Female,41,4,142880.28,3,0,0,185541.2,1,5,SILVER,905,1
1262,653,Spain,Female,38,9,149571.94,1,1,0,118383.18,0,1,SILVER,896,0
1263,719,Spain,Male,50,2,0,2,0,0,10772.13,0,4,PLATINUM,930,0
1264,740,Spain,Male,43,9,0,1,1,0,199290.68,1,4,PLATINUM,891,1
1265,705,Spain,Female,46,5,89364.91,1,0,1,139162.15,0,4,GOLD,336,0
1266,650,Spain,Male,20,8,0,2,1,1,113469.65,0,4,PLATINUM,776,0
1267,572,Spain,Female,26,5,0,2,1,0,119381.41,0,2,SILVER,502,0
1268,622,Spain,Female,58,2,0,2,1,1,33277.31,0,5,PLATINUM,746,0
